mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_lambda,param_gamma,param_eta,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0.22721524238586427,0.020774090629691384,0.002509593963623047,0.0005588750989528848,1.0,1000,8,8,0.6,0.8,1.5,0.15,0.8,"{'subsample': 1.0, 'n_estimators': 1000, 'min_child_weight': 8, 'max_depth': 8, 'learning_rate': 0.6, 'lambda': 0.8, 'gamma': 1.5, 'eta': 0.15, 'colsample_bytree': 0.8}",0.7935397935397935,0.7483130904183536,0.7486504723346828,0.8367071524966262,0.7651821862348178,0.7785046870162002,0.03342492413899595,5,0.9647225033738192,0.9591845313156788,0.95369903320723,0.9598150483396385,0.9460592686002522,0.9566960769673237,0.006363456165666136
0.04380788803100586,0.0012092602422178705,0.001509380340576172,0.0001598735795440859,1.0,300,17,16,0.2,1,2,0.3,0.6,"{'subsample': 1.0, 'n_estimators': 300, 'min_child_weight': 17, 'max_depth': 16, 'learning_rate': 0.2, 'lambda': 1, 'gamma': 2, 'eta': 0.3, 'colsample_bytree': 0.6}",0.8488178488178488,0.7815452091767883,0.7808704453441296,0.9198717948717948,0.7879554655870445,0.8238555654262891,0.05431151691456601,1,0.8791223852901484,0.8909625893232449,0.8839638503572931,0.8613493064312736,0.8845838587641867,0.8799963980332294,0.010055055930205493
0.12933826446533203,0.004315426881504047,0.0017262935638427735,0.0002040988147323337,0.8,600,12,4,0.1,1,5,0.3,1.0,"{'subsample': 0.8, 'n_estimators': 600, 'min_child_weight': 12, 'max_depth': 4, 'learning_rate': 0.1, 'lambda': 1, 'gamma': 5, 'eta': 0.3, 'colsample_bytree': 1.0}",0.8311688311688312,0.779689608636977,0.7813765182186235,0.9166666666666667,0.7859311740890688,0.8189877442550141,0.05238065879640562,2,0.8801872469635628,0.8897225725094577,0.8895439260193359,0.8616645649432535,0.8802332912988651,0.8802703203468951,0.01021300386360595
0.09496946334838867,0.0029345986534853536,0.0015737056732177735,8.163413154651527e-05,0.6,600,9,16,0.6,0.9,5,0.3,0.6,"{'subsample': 0.6, 'n_estimators': 600, 'min_child_weight': 9, 'max_depth': 16, 'learning_rate': 0.6, 'lambda': 0.9, 'gamma': 5, 'eta': 0.3, 'colsample_bytree': 0.6}",0.7878787878787878,0.7567476383265856,0.720310391363023,0.863697705802969,0.771255060728745,0.7799916336100546,0.04738858242795533,4,0.9003141869095816,0.9126103404791931,0.9080811265237495,0.9019335855401429,0.8984447246742329,0.9042767928253801,0.005274975949368045
0.03095664978027344,0.001016209612053592,0.0015625476837158204,0.00033104789825914486,0.8,200,17,14,0.4,0.8,2,0.1,0.7,"{'subsample': 0.8, 'n_estimators': 200, 'min_child_weight': 17, 'max_depth': 14, 'learning_rate': 0.4, 'lambda': 0.8, 'gamma': 2, 'eta': 0.1, 'colsample_bytree': 0.7}",0.7872127872127873,0.7729419703103915,0.777327935222672,0.8876518218623481,0.7567476383265856,0.7963605214838767,0.046646410060627294,3,0.8753162955465587,0.8912988650693567,0.8844262295081967,0.8740857503152586,0.88187263556116,0.8813999552001061,0.0062909250097074165
